account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
1019,canceled,2014-11-11,2015-01-14,64,False,True
655,canceled,2015-01-14,2015-01-20,6,False,True
655,canceled,2014-11-10,2015-01-14,65,False,True
529,current,2015-02-03,,,False,False
529,canceled,2014-12-08,2015-02-03,57,False,True
222,current,2014-11-17,,,False,False
256,canceled,2014-12-03,2015-04-01,119,False,True
256,canceled,2015-04-01,2015-06-10,70,False,True
288,current,2014-12-03,,,False,False
523,canceled,2014-12-03,2015-01-12,40,False,True
523,canceled,2015-01-12,2015-03-10,57,False,True
523,current,2015-03-10,,,False,False
24,canceled,2014-12-03,2015-06-10,189,False,True
922,canceled,2014-12-03,2014-12-08,5,False,True
707,canceled,2014-12-03,2014-12-03,0,False,True
397,canceled,2014-12-04,2015-04-01,118,False,True
397,current,2015-04-01,,,False,False
925,canceled,2014-12-04,2014-12-05,1,False,True
265,canceled,2014-12-04,2015-01-11,38,False,True
650,canceled,2014-12-04,2014-12-10,6,False,True
650,canceled,2015-03-04,2015-08-11,160,False,True
717,canceled,2014-12-04,2014-12-04,0,False,True
1013,canceled,2014-12-04,2015-04-01,118,False,True
1013,canceled,2015-04-01,2015-04-11,10,False,True
618,canceled,2014-12-05,2015-04-12,128,False,True
1236,canceled,2014-12-05,2015-02-03,60,False,True
1181,current,2014-12-05,,,False,False
1152,canceled,2014-12-05,2014-12-07,2,False,True
1152,canceled,2015-05-11,2015-05-14,3,False,True
1152,canceled,2015-07-16,2015-07-22,6,False,True
1225,canceled,2014-12-05,2014-12-10,5,False,True
727,canceled,2014-12-07,2014-12-07,0,False,True
866,canceled,2014-12-07,2015-01-14,38,False,True
1201,canceled,2014-12-07,2015-01-14,38,False,True
982,canceled,2014-12-08,2014-12-09,1,False,True
193,canceled,2014-12-08,2015-04-01,114,False,True
193,current,2015-04-01,,,False,False
710,canceled,2014-12-08,2015-02-03,57,False,True
710,canceled,2015-02-03,2015-02-15,12,False,True
1273,canceled,2015-01-12,2015-01-12,0,False,True
1280,canceled,2015-01-12,2015-01-15,3,False,True
180,canceled,2015-01-12,2015-03-10,57,False,True
180,current,2015-04-08,,,False,False
180,canceled,2015-03-10,2015-04-08,29,False,True
722,canceled,2015-01-12,2015-03-10,57,False,True
722,canceled,2015-03-10,2015-05-19,70,False,True
125,current,2015-01-13,,,False,False
954,canceled,2015-01-14,2015-03-10,55,False,True
954,canceled,2015-03-10,2015-04-02,23,False,True
954,canceled,2014-11-10,2015-01-14,65,False,True
140,current,2015-01-14,,,False,False
140,canceled,2014-11-10,2015-01-14,65,False,True
1139,canceled,2015-01-14,2015-01-16,2,False,True
1139,canceled,2015-01-16,2015-02-18,33,False,True
1139,canceled,2014-11-11,2015-01-14,64,False,True
388,current,2015-02-03,,,False,False
388,canceled,2014-12-08,2015-02-03,57,False,True
147,current,2015-02-03,,,False,False
147,canceled,2014-12-03,2015-02-03,62,False,True
119,canceled,2015-02-03,2015-04-08,64,False,True
119,current,2015-04-08,,,False,False
119,canceled,2014-12-03,2015-02-03,62,False,True
97,canceled,2015-02-05,2015-04-08,62,False,True
97,current,2015-04-08,,,False,False
962,canceled,2015-02-05,2015-02-06,1,False,True
962,canceled,2014-12-04,2014-12-05,1,False,True
984,canceled,2015-02-05,2015-03-12,35,False,True
984,current,2015-08-13,,,False,False
444,canceled,2015-02-05,2015-04-08,62,False,True
444,current,2015-04-08,,,False,False
444,canceled,2014-12-04,2014-12-06,2,False,True
493,current,2015-02-05,,,False,False
435,current,2015-02-06,,,False,False
386,canceled,2015-02-06,2015-04-08,61,False,True
386,canceled,2015-04-08,2015-06-13,66,False,True
386,canceled,2015-01-13,2015-01-17,4,False,True
156,current,2014-11-10,,,False,False
649,canceled,2014-11-10,2015-03-17,127,False,True
145,current,2014-11-10,,,False,False
420,current,2014-11-10,,,False,False
582,current,2014-11-10,,,False,False
165,canceled,2014-11-10,2015-03-17,127,False,True
580,canceled,2014-11-10,2015-07-17,249,False,True
919,canceled,2014-11-10,2015-03-17,127,False,True
90,canceled,2014-11-10,2015-03-10,120,False,True
90,canceled,2015-03-10,2015-04-01,22,False,True
90,current,2015-04-01,,,False,False
312,canceled,2014-11-10,2015-03-10,120,True,True
312,canceled,2015-03-10,2015-04-01,22,True,True
312,canceled,2015-04-01,2015-07-02,92,True,True
312,current,2015-07-08,,,True,False
864,canceled,2014-11-10,2014-11-19,9,False,True
963,canceled,2014-11-10,2014-11-14,4,False,True
328,current,2014-11-10,,,False,False
1122,canceled,2014-11-10,2014-11-17,7,False,True
626,canceled,2014-11-10,2014-11-19,9,False,True
626,canceled,2015-03-04,2015-05-11,68,False,True
1238,canceled,2014-11-10,2014-11-10,0,False,True
1117,canceled,2014-11-11,2015-01-15,65,False,True
187,canceled,2014-11-12,2015-04-19,158,False,True
617,current,2014-11-12,,,False,False
547,canceled,2015-02-03,2015-08-16,194,False,True
547,canceled,2014-12-09,2015-02-03,56,False,True
159,canceled,2015-02-05,2015-02-12,7,False,True
159,canceled,2014-12-09,2015-02-03,56,False,True
159,current,2015-02-12,,,False,False
561,current,2015-02-05,,,False,False
1226,canceled,2015-02-05,2015-04-08,62,False,True
1226,canceled,2015-04-08,2015-05-12,34,False,True
352,current,2015-02-05,,,False,False
374,current,2015-02-06,,,False,False
857,canceled,2015-02-06,2015-04-08,61,False,True
857,current,2015-04-08,,,False,False
1044,canceled,2015-02-08,2015-02-08,0,False,True
143,canceled,2015-02-09,2015-06-16,127,False,True
138,canceled,2015-02-10,2015-04-08,57,False,True
138,current,2015-04-08,,,False,False
952,canceled,2015-02-11,2015-03-18,35,False,True
716,canceled,2015-02-11,2015-02-15,4,False,True
1233,canceled,2015-02-11,2015-02-16,5,False,True
416,canceled,2015-02-11,2015-02-16,5,False,True
416,canceled,2015-04-08,2015-07-15,98,False,True
477,canceled,2015-03-04,2015-07-11,129,False,True
132,canceled,2015-03-04,2015-06-11,99,False,True
624,canceled,2015-03-04,2015-06-26,114,False,True
50,current,2015-03-04,,,False,False
1297,canceled,2015-03-04,2015-03-09,5,False,True
1297,canceled,2015-02-05,2015-02-08,3,False,True
749,canceled,2015-03-05,2015-03-05,0,False,True
1247,canceled,2015-03-05,2015-04-12,38,False,True
607,current,2015-03-05,,,False,False
971,canceled,2015-02-06,2015-02-08,2,False,True
251,canceled,2015-02-06,2015-04-08,61,False,True
251,current,2015-04-08,,,False,False
709,canceled,2015-02-08,2015-03-15,35,False,True
564,canceled,2015-02-08,2015-04-08,59,False,True
564,current,2015-04-08,,,False,False
741,canceled,2015-02-09,2015-02-15,6,False,True
70,current,2015-02-09,,,False,False
792,canceled,2015-02-09,2015-06-16,127,False,True
494,current,2015-02-09,,,False,False
494,canceled,2014-11-10,2014-11-17,7,False,True
833,canceled,2015-02-09,2015-03-03,22,False,True
603,current,2015-02-09,,,False,False
307,current,2015-02-10,,,False,False
337,current,2015-02-10,,,False,False
823,canceled,2015-02-10,2015-04-08,57,False,True
823,canceled,2015-04-08,2015-05-17,39,False,True
30,current,2015-02-10,,,False,False
82,current,2015-03-05,,,False,False
348,current,2015-03-05,,,False,False
348,canceled,2015-02-05,2015-02-27,22,False,True
1097,canceled,2015-03-05,2015-03-11,6,False,True
139,current,2015-03-06,,,False,False
1129,canceled,2015-03-07,2015-03-07,0,False,True
1129,canceled,2015-02-11,2015-02-11,0,False,True
185,canceled,2014-11-12,2015-03-10,118,False,True
185,canceled,2015-03-10,2015-04-01,22,False,True
185,current,2015-04-01,,,False,False
281,current,2014-11-14,,,False,False
855,canceled,2014-11-14,2014-12-21,37,False,True
683,canceled,2014-11-14,2014-11-15,1,False,True
1041,canceled,2014-11-15,2014-11-21,6,False,True
908,canceled,2014-11-15,2014-11-16,1,False,True
191,canceled,2014-11-16,2015-03-10,114,False,True
191,current,2015-03-10,,,False,False
261,canceled,2014-11-16,2015-02-23,99,False,True
1017,canceled,2014-11-16,2014-11-20,4,False,True
415,canceled,2014-11-16,2015-03-10,114,False,True
415,current,2015-03-10,,,False,False
868,canceled,2014-11-16,2014-12-08,22,False,True
935,canceled,2014-11-16,2014-11-23,7,False,True
719,canceled,2014-11-17,2014-11-25,8,False,True
974,canceled,2014-12-08,2014-12-12,4,False,True
668,canceled,2014-12-09,2014-12-15,6,False,True
668,canceled,2015-01-13,2015-01-20,7,False,True
1180,canceled,2014-12-09,2014-12-13,4,False,True
1027,canceled,2014-12-09,2014-12-13,4,False,True
836,canceled,2014-12-09,2015-01-16,38,False,True
836,current,2015-07-16,,,False,False
319,current,2014-12-30,,,False,False
108,canceled,2015-01-07,2015-04-20,103,False,True
108,canceled,2015-04-20,2015-05-14,24,False,True
285,canceled,2015-01-07,2015-03-10,62,False,True
285,current,2015-03-10,,,False,False
1008,canceled,2015-01-07,2015-01-14,7,False,True
71,canceled,2015-01-07,2015-01-13,6,False,True
71,canceled,2015-02-11,2015-02-18,7,False,True
71,current,2015-04-07,,,False,False
1073,current,2015-01-07,,,False,False
842,canceled,2015-01-07,2015-01-09,2,False,True
818,canceled,2015-01-07,2015-01-12,5,True,True
421,current,2015-01-08,,,False,False
698,canceled,2015-01-08,2015-02-15,38,False,True
9,current,2015-01-08,,,False,False
144,canceled,2015-01-09,2015-01-10,1,False,True
144,current,2015-03-06,,,False,False
427,canceled,2015-01-09,2015-06-16,158,False,True
1212,canceled,2015-01-10,2015-02-01,22,False,True
1212,canceled,2015-07-19,2015-07-27,8,False,True
1140,canceled,2015-01-10,2015-02-17,38,False,True
344,current,2015-01-11,,,False,False
517,current,2015-03-06,,,False,False
703,canceled,2015-03-06,2015-03-09,3,False,True
505,canceled,2015-03-07,2015-05-14,68,False,True
171,canceled,2015-03-08,2015-06-15,99,False,True
586,current,2015-03-10,,,False,False
492,current,2015-03-10,,,False,False
1102,canceled,2015-03-10,2015-04-08,29,False,True
1102,canceled,2015-01-08,2015-03-10,61,False,True
1102,canceled,2015-04-08,2015-06-15,68,False,True
1287,canceled,2015-03-10,2015-05-20,71,False,True
1287,canceled,2015-01-13,2015-03-10,56,False,True
1254,canceled,2015-03-10,2015-03-17,7,False,True
1254,canceled,2015-01-10,2015-03-10,59,False,True
1259,current,2015-03-10,,,False,False
1259,canceled,2015-01-13,2015-03-10,56,False,True
1128,canceled,2015-03-11,2015-06-18,99,False,True
149,current,2015-03-11,,,False,False
78,current,2015-04-01,,,False,False
78,canceled,2014-12-08,2015-04-01,114,False,True
558,current,2015-04-01,,,False,False
558,canceled,2014-12-03,2015-04-01,119,False,True
153,canceled,2015-04-01,2015-07-14,104,False,True
153,canceled,2014-12-07,2015-04-01,115,False,True
473,canceled,2015-04-01,2015-04-15,14,False,True
473,canceled,2014-12-08,2015-04-01,114,False,True
246,current,2015-04-01,,,False,False
455,current,2015-04-01,,,False,False
1294,canceled,2015-03-10,2015-03-16,6,False,True
1294,canceled,2015-04-08,2015-04-09,1,False,True
106,current,2015-03-10,,,False,False
106,canceled,2014-11-11,2015-03-10,119,False,True
74,canceled,2015-03-10,2015-04-01,22,False,True
74,canceled,2015-04-01,2015-04-23,22,False,True
74,canceled,2014-11-15,2015-03-10,115,False,True
591,canceled,2015-03-10,2015-04-01,22,False,True
591,current,2015-04-01,,,False,False
591,canceled,2014-11-12,2015-03-10,118,False,True
419,canceled,2015-03-10,2015-08-08,151,False,True
419,canceled,2014-11-17,2015-03-10,113,False,True
31,current,2015-03-10,,,False,False
31,canceled,2014-11-10,2015-03-10,120,False,True
69,canceled,2015-03-10,2015-05-24,75,False,True
69,canceled,2014-11-17,2015-03-10,113,False,True
906,current,2015-03-10,,,False,False
906,canceled,2014-11-17,2015-03-10,113,False,True
601,current,2015-03-10,,,False,False
601,canceled,2014-11-10,2015-03-10,120,False,True
321,canceled,2015-03-10,2015-07-07,119,False,True
321,current,2015-07-09,,,False,False
321,canceled,2014-11-15,2015-03-10,115,False,True
99,canceled,2015-03-10,2015-08-20,163,False,True
99,canceled,2015-01-13,2015-03-10,56,False,True
1103,canceled,2015-03-10,2015-07-20,132,False,True
1103,canceled,2015-01-13,2015-03-10,56,False,True
685,canceled,2015-03-10,2015-03-17,7,False,True
1066,canceled,2015-03-10,2015-05-02,53,False,True
659,canceled,2015-03-10,2015-03-15,5,False,True
571,current,2015-04-01,,,False,False
571,canceled,2014-12-08,2015-04-01,114,False,True
426,canceled,2015-04-01,2015-04-02,1,False,True
426,canceled,2015-05-07,2015-08-14,99,False,True
1267,current,2015-04-02,,,False,False
392,current,2015-04-02,,,False,False
98,canceled,2015-04-02,2015-07-09,98,False,True
578,current,2015-04-02,,,False,False
86,current,2015-04-02,,,False,False
158,current,2015-04-04,,,False,False
1193,canceled,2015-04-04,2015-04-07,3,False,True
757,canceled,2015-01-11,2015-02-18,38,False,True
151,canceled,2015-01-11,2015-04-02,81,False,True
642,current,2015-01-11,,,False,False
534,canceled,2015-01-12,2015-04-19,97,False,True
214,current,2015-01-12,,,False,False
597,canceled,2015-01-12,2015-07-19,188,False,True
1242,canceled,2015-01-12,2015-03-10,57,False,True
1242,current,2015-03-10,,,False,False
732,canceled,2015-01-12,2015-05-19,127,False,True
168,canceled,2015-01-12,2015-01-19,7,False,True
168,canceled,2015-02-05,2015-04-08,62,False,True
168,current,2015-04-08,,,False,False
657,canceled,2015-01-13,2015-03-10,56,False,True
657,canceled,2015-03-10,2015-03-20,10,False,True
152,current,2014-11-17,,,False,False
1166,canceled,2014-12-03,2014-12-10,7,False,True
539,current,2014-12-03,,,False,False
1132,canceled,2014-12-03,2014-12-08,5,False,True
959,canceled,2014-12-03,2014-12-08,5,False,True
831,canceled,2014-12-03,2015-01-10,38,False,True
1015,canceled,2014-12-03,2015-02-03,62,False,True
1251,current,2014-12-05,,,False,False
613,current,2014-12-05,,,False,False
1245,canceled,2014-12-05,2014-12-09,4,False,True
611,canceled,2014-12-08,2015-01-15,38,False,True
453,current,2014-12-08,,,False,False
62,canceled,2014-12-08,2015-07-15,219,False,True
380,current,2014-12-08,,,False,False
697,canceled,2014-12-08,2015-01-15,38,False,True
43,canceled,2014-12-08,2015-03-30,112,False,True
451,current,2015-04-01,,,False,False
1037,canceled,2015-04-02,2015-04-04,2,False,True
625,current,2015-04-02,,,False,False
769,canceled,2015-04-03,2015-04-25,22,False,True
1301,canceled,2015-04-03,2015-04-04,1,False,True
1123,canceled,2015-04-03,2015-05-10,37,False,True
1154,current,2015-04-05,,,False,False
853,canceled,2015-04-06,2015-04-06,0,False,True
853,current,2015-07-17,,,False,False
918,canceled,2015-04-06,2015-05-28,52,False,True
1248,canceled,2015-04-06,2015-05-13,37,False,True
1189,canceled,2015-04-07,2015-05-14,37,False,True
1285,canceled,2015-04-07,2015-05-14,37,False,True
1296,canceled,2015-04-07,2015-04-14,7,False,True
1296,canceled,2015-04-15,2015-04-15,0,False,True
1296,canceled,2015-04-06,2015-04-07,1,False,True
844,canceled,2015-04-07,2015-04-16,9,False,True
844,canceled,2015-05-06,2015-05-12,6,False,True
690,current,2015-04-08,,,False,False
690,canceled,2015-02-05,2015-04-08,62,False,True
424,current,2015-04-06,,,False,False
926,canceled,2015-04-06,2015-04-06,0,False,True
379,current,2015-04-07,,,False,False
379,canceled,2015-01-12,2015-01-12,0,False,True
1138,canceled,2015-04-07,2015-04-12,5,False,True
641,canceled,2015-04-07,2015-06-14,68,False,True
641,canceled,2014-12-09,2014-12-15,6,False,True
404,canceled,2015-04-07,2015-04-08,1,False,True
404,canceled,2015-04-08,2015-08-17,131,False,True
105,canceled,2015-04-07,2015-05-14,37,False,True
395,current,2015-04-08,,,False,False
1299,current,2015-04-08,,,False,False
1299,canceled,2015-02-05,2015-04-08,62,False,True
589,current,2015-04-08,,,False,False
589,canceled,2015-02-05,2015-04-08,62,False,True
793,canceled,2015-04-08,2015-04-17,9,False,True
793,canceled,2015-02-10,2015-04-08,57,False,True
433,current,2015-04-08,,,False,False
677,canceled,2015-04-08,2015-04-14,6,False,True
243,canceled,2015-04-09,2015-04-15,6,False,True
243,canceled,2014-11-16,2015-01-23,68,False,True
555,current,2015-04-09,,,False,False
1104,canceled,2015-04-10,2015-04-17,7,False,True
676,current,2015-04-13,,,False,False
127,current,2015-04-24,,,False,False
201,current,2015-04-24,,,False,False
396,current,2015-04-24,,,False,False
267,current,2015-04-24,,,False,False
240,current,2015-04-24,,,False,False
894,canceled,2015-05-06,2015-05-12,6,False,True
647,current,2015-05-06,,,False,False
1163,canceled,2015-05-06,2015-06-13,38,False,True
948,canceled,2015-05-06,2015-06-22,47,False,True
1202,canceled,2015-05-07,2015-06-14,38,False,True
559,current,2015-05-07,,,False,False
476,current,2015-05-08,,,False,False
970,canceled,2015-05-08,2015-05-14,6,False,True
970,canceled,2015-07-17,2015-07-23,6,False,True
711,canceled,2015-05-08,2015-05-08,0,False,True
790,canceled,2014-12-09,2014-12-15,6,False,True
867,canceled,2014-12-09,2014-12-31,22,False,True
516,canceled,2014-12-09,2014-12-11,2,False,True
516,current,2015-05-11,,,False,False
1292,canceled,2015-01-07,2015-05-14,127,False,True
77,current,2015-01-07,,,False,False
56,current,2015-01-07,,,False,False
93,canceled,2015-01-07,2015-04-14,97,False,True
207,current,2015-01-07,,,False,False
103,current,2015-01-07,,,False,False
460,canceled,2015-01-07,2015-05-05,118,False,True
460,current,2015-05-07,,,False,False
610,canceled,2015-01-07,2015-03-14,66,False,True
446,current,2015-01-07,,,False,False
232,current,2015-01-08,,,False,False
670,canceled,2015-01-08,2015-04-15,97,False,True
1134,canceled,2015-01-08,2015-01-09,1,False,True
515,current,2015-01-08,,,False,False
803,canceled,2015-01-08,2015-01-08,0,False,True
1141,canceled,2015-01-09,2015-01-15,6,False,True
59,current,2015-01-10,,,False,False
900,canceled,2015-01-10,2015-02-17,38,False,True
900,current,2015-05-11,,,False,False
774,canceled,2015-01-11,2015-01-15,4,False,True
1053,canceled,2015-01-11,2015-03-18,66,False,True
357,current,2015-01-11,,,False,False
934,canceled,2015-01-11,2015-02-18,38,False,True
746,canceled,2015-02-05,2015-03-12,35,False,True
279,canceled,2015-02-05,2015-04-08,62,False,True
279,current,2015-04-08,,,False,False
136,canceled,2015-02-05,2015-04-08,62,False,True
136,current,2015-04-08,,,False,False
1092,canceled,2015-02-05,2015-02-09,4,False,True
799,canceled,2015-02-06,2015-02-06,0,False,True
1042,canceled,2015-02-06,2015-02-28,22,False,True
1042,canceled,2015-05-28,2015-06-19,22,False,True
789,canceled,2015-02-06,2015-02-06,0,False,True
413,canceled,2015-02-06,2015-05-13,96,False,True
738,canceled,2015-02-07,2015-02-13,6,False,True
306,canceled,2015-02-08,2015-04-08,59,False,True
306,current,2015-04-08,,,False,False
436,current,2015-02-08,,,False,False
35,current,2015-02-08,,,False,False
463,current,2015-02-09,,,False,False
1105,canceled,2015-02-09,2015-02-13,4,False,True
284,canceled,2015-02-09,2015-04-08,58,False,True
284,current,2015-04-08,,,False,False
521,canceled,2015-02-09,2015-04-08,58,False,True
521,canceled,2015-04-08,2015-07-16,99,False,True
1229,canceled,2015-02-09,2015-02-12,3,False,True
1049,canceled,2015-02-10,2015-03-04,22,False,True
1198,canceled,2015-02-11,2015-02-15,4,False,True
1198,canceled,2015-03-04,2015-04-11,38,False,True
720,canceled,2015-03-04,2015-04-11,38,False,True
239,current,2015-03-04,,,False,False
819,canceled,2015-03-04,2015-03-04,0,False,True
819,canceled,2015-03-04,2015-03-04,0,False,True
958,canceled,2015-03-04,2015-06-07,95,False,True
718,canceled,2015-05-08,2015-06-19,42,False,True
475,current,2015-05-09,,,False,False
276,current,2015-05-10,,,False,False
608,current,2015-05-10,,,False,False
293,canceled,2015-05-10,2015-08-17,99,False,True
341,current,2015-05-10,,,False,False
501,current,2015-05-11,,,False,False
858,canceled,2015-05-12,2015-07-19,68,False,True
713,canceled,2015-05-12,2015-07-04,53,False,True
1040,canceled,2015-05-12,2015-06-19,38,False,True
1040,canceled,2014-11-11,2014-11-17,6,False,True
1305,canceled,2015-05-12,2015-06-19,38,False,True
1091,canceled,2015-05-12,2015-05-18,6,False,True
1192,canceled,2015-05-12,2015-05-17,5,False,True
25,current,2015-05-12,,,False,False
25,canceled,2014-11-11,2015-02-18,99,False,True
674,current,2015-05-12,,,False,False
734,canceled,2015-05-13,2015-05-17,4,False,True
988,canceled,2015-05-13,2015-07-20,68,False,True
771,current,2015-05-13,,,False,False
771,canceled,2014-12-09,2014-12-15,6,False,True
1016,canceled,2015-05-13,2015-05-19,6,False,True
877,canceled,2015-05-13,2015-06-04,22,False,True
63,current,2015-05-28,,,False,False
481,current,2015-05-28,,,False,False
902,canceled,2015-05-29,2015-05-29,0,False,True
996,canceled,2015-05-29,2015-05-29,0,False,True
42,current,2015-05-30,,,False,False
42,canceled,2015-03-04,2015-05-11,68,False,True
939,current,2015-04-24,,,False,False
11,current,2015-04-24,,,False,False
262,current,2015-04-24,,,False,False
167,current,2015-04-24,,,False,False
302,current,2015-04-24,,,False,False
551,current,2015-04-24,,,False,False
609,current,2015-04-24,,,False,False
109,current,2015-05-06,,,False,False
211,current,2015-05-06,,,False,False
274,current,2015-05-06,,,False,False
704,canceled,2015-05-06,2015-07-13,68,False,True
407,canceled,2015-05-06,2015-08-13,99,False,True
360,current,2015-05-06,,,False,False
540,current,2015-05-08,,,False,False
1173,current,2015-05-08,,,False,False
886,canceled,2015-05-08,2015-05-13,5,False,True
112,current,2015-05-08,,,False,False
479,current,2015-05-09,,,False,False
1275,canceled,2015-05-09,2015-05-11,2,False,True
237,current,2015-05-10,,,False,False
487,current,2015-05-10,,,False,False
304,current,2015-05-10,,,False,False
330,current,2015-05-10,,,False,False
1250,current,2015-05-11,,,False,False
27,current,2015-05-11,,,False,False
1064,canceled,2015-05-11,2015-05-12,1,False,True
714,canceled,2015-05-11,2015-05-14,3,False,True
714,canceled,2015-07-09,2015-07-12,3,False,True
260,current,2015-05-11,,,False,False
511,current,2015-05-11,,,False,False
1029,canceled,2015-05-12,2015-07-04,53,False,True
399,current,2015-05-12,,,False,False
977,current,2015-05-12,,,False,False
556,current,2015-05-12,,,False,False
1265,current,2015-05-12,,,False,False
1265,canceled,2015-04-08,2015-04-14,6,False,True
252,current,2015-05-12,,,False,False
1213,canceled,2015-01-12,2015-01-12,0,False,True
991,canceled,2015-01-12,2015-01-18,6,False,True
733,canceled,2015-01-12,2015-01-12,0,False,True
1240,canceled,2015-01-12,2015-01-19,7,False,True
1195,canceled,2015-01-13,2015-01-16,3,False,True
945,canceled,2015-01-13,2015-01-17,4,False,True
100,current,2015-02-05,,,False,False
313,current,2015-02-05,,,False,False
465,canceled,2015-02-05,2015-08-12,188,False,True
615,current,2015-03-05,,,False,False
372,current,2015-03-06,,,False,False
614,current,2015-03-06,,,False,False
1045,canceled,2015-03-06,2015-03-12,6,False,True
208,canceled,2015-03-08,2015-06-15,99,False,True
944,canceled,2015-03-10,2015-03-12,2,False,True
652,current,2015-03-10,,,False,False
1168,canceled,2015-03-10,2015-03-16,6,False,True
1260,canceled,2015-03-11,2015-05-18,68,False,True
1194,canceled,2015-03-11,2015-07-08,119,False,True
361,canceled,2015-05-13,2015-06-20,38,False,True
1185,current,2015-05-13,,,False,False
490,current,2015-05-13,,,False,False
365,current,2015-05-13,,,False,False
1237,canceled,2015-05-28,2015-05-28,0,False,True
220,current,2015-05-29,,,False,False
220,canceled,2015-04-07,2015-05-29,52,False,True
124,current,2015-05-31,,,False,False
1069,canceled,2015-06-01,2015-06-01,0,True,True
814,canceled,2015-06-02,2015-06-07,5,False,True
496,current,2015-06-03,,,False,False
405,current,2015-06-04,,,False,False
405,canceled,2015-06-03,2015-06-04,1,False,True
452,current,2015-06-04,,,False,False
318,current,2015-06-05,,,False,False
266,current,2015-06-06,,,False,False
219,current,2015-06-06,,,False,False
83,current,2015-06-06,,,False,False
1266,canceled,2015-06-07,2015-06-16,9,False,True
121,current,2015-06-07,,,False,False
679,canceled,2015-06-08,2015-06-13,5,False,True
459,current,2015-06-08,,,False,False
735,canceled,2015-06-08,2015-06-09,1,False,True
735,canceled,2015-04-14,2015-05-21,37,False,True
1032,current,2015-06-08,,,False,False
1093,canceled,2015-06-08,2015-06-11,3,False,True
128,current,2015-06-08,,,False,False
978,canceled,2015-06-09,2015-06-14,5,False,True
1031,current,2015-06-09,,,False,False
673,current,2015-06-01,,,False,False
663,canceled,2015-06-02,2015-06-09,7,False,True
663,canceled,2015-06-09,2015-06-15,6,False,True
843,current,2015-06-02,,,False,False
216,current,2015-06-02,,,False,False
731,canceled,2015-06-03,2015-06-07,4,False,True
554,current,2015-06-07,,,False,False
1183,canceled,2015-06-08,2015-06-30,22,False,True
1183,canceled,2015-07-17,2015-08-08,22,False,True
1183,canceled,2015-05-11,2015-06-02,22,False,True
133,current,2015-06-08,,,False,False
